Шал,Тагт,Ашиглалтанд орсон он,Гараж,Цонх,Барилгын давхар,Хаалга,Талбай,Хэдэн давхарт,Лизинг,Дүүрэг,Цонхны тоо,Байршил,Зарын дугаар: ,Огноо,Зарын гарчиг,Үнэ,Байрлал,Хэрэглэгчийн нэр,Хэрэглэгчийн дугаар,Үзсэн,Зарын тайлбар
Паркет,1 тагттай,2018,Байхгүй,Вакум,14,Төмөр,39.0 м²,9,Лизинггүй,Хан-Уул,1,Алтай хотхон,4543598,Нийтэлсэн: 2020-11-15,Altai xothonii yrd gerelt orgoo xothond 1 oroo bair 39m2,75000000.0,Улаанбаатар,,,25,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Төмөр,30.0 м²,8,Хувь лизингтэй,Хан-Уул,2,Нисэх,4477482,Нийтэлсэн: 2020-11-15,Худ 10 хороо шүрт хотхонд 30м2 1 өрөө,45200000.0,Улаанбаатар,,,673,5
Паркет,Тагтгүй,2017,Байхгүй,Модон вакум,3,Төмөр,30.0 м²,1,Хувь лизингтэй,Хан-Уул,1,Зайсан,4516569,Нийтэлсэн: 2020-11-15,Zaisand 1 oroo bair 30м2,75000000.0,Улаанбаатар,,,429,1
Паркет,1 тагттай,2016,Байхгүй,Вакум,5,Бүргэд,38.0 м²,1,Лизинггүй,Хан-Уул,2,Яармаг,4535913,Нийтэлсэн: 2020-11-10 12:53,Шинэ өргөө 1 өрөө,1700000.0,Улаанбаатар,,,376,1
Паркет,1 тагттай,2008,Байхгүй,Вакум,9,Бүргэд,30.0 м²,3,Лизинггүй,Сүхбаатар,2,11-р хороолол,4513894,Нийтэлсэн: 2020-11-08 16:29,Хотын төвд 1 өрөө 30m2,60000000.0,Улаанбаатар,,,603,4
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Вакум,35.52 м²,11,Лизинггүй,Баянзүрх,2,16-р хороолол,4528449,Нийтэлсэн: 2020-11-07 14:16,16d 1 uruu 35m2,55000000.0,Улаанбаатар,,,550,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,34.29 м²,10,Лизинггүй,Баянзүрх,1,Офицер,4533156,Нийтэлсэн: 2020-11-09 13:58,Шинэ амгалан цогцолбор хороололд 1 өрөө 34.29м2,1500000.0,Улаанбаатар,,,329,8
Паркет,Тагтгүй,1980,Байхгүй,Вакум,3,Төмөр,30.0 м²,3,Лизинггүй,Чингэлтэй,2,Бага тойрог,4489504,Нийтэлсэн: 2020-10-23 12:12,"1 өрөө байр, хүнсний 1",70000000.0,Улаанбаатар,,,1531,6
Паркет,1 тагттай,2020,Байгаа,Вакум,10,Төмөр,44.0 м²,8,Лизинггүй,Баянзүрх,1,Сансар,3093107,Нийтэлсэн: 2020-11-03 15:15,Чингис зочид буудлын баруун талд тэнүүн апартмент 1 өрөө байр 44.79м2,110000000.0,Улаанбаатар,,,396,4
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,21.1 м²,7,Лизинггүй,Сүхбаатар,1,100 айл,4513724,Нийтэлсэн: 2020-11-01 21:44,Хангай хотхон 2 д 1-өрөө байр 21.1м2,40000000.0,Улаанбаатар,,,1657,5
Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,44.15 м²,10,Банкны лизингтэй,Баянгол,1,Төмөр зам,4417846,Нийтэлсэн: 2020-11-04 11:32,Барс захын хойно premium ulaanbaatar 44м2 1өрөө,99000000.0,Улаанбаатар,,,442,9
Ламинат,Тагтгүй,2018,Байгаа,Вакум,16,Төмөр,29.28 м²,13,Хувь лизингтэй,Баянзүрх,1,13-р хороолол,4542945,Нийтэлсэн: 2020-11-15,13р хороололд 1 өрөө байр,93696000.0,Улаанбаатар,,,163,6
Паркет,Тагтгүй,2020,Байхгүй,Вакум,16,Бүргэд,30.0 м²,16,Лизинггүй,Хан-Уул,1,Яармаг,4508833,Нийтэлсэн: 2020-11-11 14:54,"Худ, нисэх, яармагийн зам дагуу garden villa-д 1uruu",56000000.0,Улаанбаатар,,,431,1
Паркет,1 тагттай,2014,Байхгүй,Вакум,14,Бүргэд,33.8 м²,12,Лизинггүй,Баянзүрх,2,Бусад,4514695,Нийтэлсэн: 2020-11-10 12:06,Кино үйлдвэр 33.8 m2 1 өрөө байр,56000000.0,Улаанбаатар,,,927,1
Паркет,Тагтгүй,2020,Байхгүй,Вакум,16,Төмөр,30.3 м²,13,Банкны лизингтэй,Чингэлтэй,1,Бага тойрог,4520711,Нийтэлсэн: 2020-11-10 10:03,san apartment -д 1 өрөө байр,76000000.0,Улаанбаатар,,,649,9
Паркет,1 тагттай,2012,Байхгүй,Вакум,10,Бүргэд,24.5 м²,7,Лизинггүй,Чингэлтэй,1,Баянбүрд,4521080,Нийтэлсэн: 2020-11-08 11:21,1өрөө байр 24.5м2,60000000.0,Улаанбаатар,,,438,1
Паркет,Тагтгүй,2008,Байхгүй,Вакум,6,Бүргэд,36.5 м²,6,Лизинггүй,Баянгол,1,"3, 4 хороолол",4480893,Нийтэлсэн: 2020-11-07 11:13,3.4 хороолол 1 өрөө байр 36.5м2,52000000.0,Улаанбаатар,,,1098,1
Паркет,1 тагттай,2007,Байхгүй,Вакум,16,Бүргэд,41.3 м²,4,Лизинггүй,Баянгол,1,Богд-Ар,4527274,Нийтэлсэн: 2020-11-07 11:25,Богд ард 41.3 мкв 1 өрөө,62000000.0,Улаанбаатар,,,787,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,15,Бүргэд,31.09 м²,13,Лизинггүй,Баянзүрх,1,Бусад,4420420,Нийтэлсэн: 2020-11-11 16:47,Цайз 16д 1 өрөө 31.09м2 байр,51800000.0,Улаанбаатар,,,637,1
Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,47.0 м²,6,Лизинггүй,Сонгино Хайрхан,2,1-р хороолол,4539159,Нийтэлсэн: 2020-11-11 18:19,Москва хороололд 1 өрөө,74000000.0,Улаанбаатар,,,76,5
Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,28.0 м²,2,Лизинггүй,Баянгол,1,"3, 4 хороолол",4505843,Нийтэлсэн: 2020-10-29 14:12,Гэмтлийн эмнэлэгийн ард 103-р байранд 28 мкв 1 өрөө,52000000.0,Улаанбаатар,,,173,1
Паркет,1 тагттай,2019,Байхгүй,Вакум,12,Бүргэд,34.0 м²,2,Лизинггүй,Баянзүрх,2,15-р хороолол,4496326,Нийтэлсэн: 2020-10-26 11:28,1 өрөө,62000000.0,Улаанбаатар,,,119,1
Паркет,1 тагттай,2011,Байхгүй,Вакум,15,Бүргэд,27.0 м²,15,Лизинггүй,Сонгино Хайрхан,2,5 шар,4496418,Нийтэлсэн: 2020-10-26 11:26,Zaluus horoolold 1 uruu bair,38000000.0,Улаанбаатар,,,356,3
Паркет,1 тагттай,2019,Байхгүй,Вакум,12,Бүргэд,37.26 м²,6,Лизинггүй,Баянгол,2,"3, 4 хороолол",3699010,Нийтэлсэн: 2020-10-20 17:33,3horoolol emartiin baruun hoino 1 uruu 37.26m2 bair,74000000.0,Улаанбаатар,,,801,1
Паркет,1 тагттай,2019,Байхгүй,Вакум,13,Бүргэд,43.0 м²,11,Лизинггүй,Хан-Уул,1,Бусад,4364692,Нийтэлсэн: 2020-10-20 20:38,Хан-уул дүүрэг гэрэлт-өргөө хотхонд 1 өрөө байр 43м2,72000000.0,Улаанбаатар,,,200,1
Паркет,1 тагттай,2014,Байхгүй,Вакум,9,Бүргэд,35.5 м²,7,Банкны лизингтэй,Хан-Уул,1,Нисэх,4505912,Нийтэлсэн: 2020-11-09 11:47,"Нисэх, буянт ухаа 1 хороололд 1 өрөө байр",1550000.0,Улаанбаатар,,,171,3
Паркет,1 тагттай,2013,Байхгүй,Вакум,9,Бүргэд,34.6 м²,5,Лизинггүй,Баянгол,1,"3, 4 хороолол",4470271,Нийтэлсэн: 2020-10-17 13:25,Blue gemd 1 өрөө байр,69200000.0,Улаанбаатар,,,336,1
Паркет,Тагтгүй,1997,Байхгүй,Вакум,3,Бүргэд,18.0 м²,1,Лизинггүй,Баянгол,2,5 шар,4425646,Нийтэлсэн: 2020-10-17 14:47,1 uruu bair,35000000.0,Улаанбаатар,,,858,1
Паркет,1 тагттай,2016,Байгаа,Вакум,13,Бүргэд,30.0 м²,6,Лизинггүй,Баянзүрх,2,Офицер,4482566,Нийтэлсэн: 2020-10-20 17:36,Наран амгалан 1 өрөө байр 30м2,49000000.0,Улаанбаатар,,,242,1
Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,29.0 м²,4,Лизинггүй,Баянзүрх,1,Бусад,4484679,Нийтэлсэн: 2020-11-05 14:11,Парк вью хотхонд 1 өрөө байр,83000000.0,Улаанбаатар,,,219,1
Паркет,1 тагттай,2019,Байхгүй,Вакум,5,Бүргэд,40.3,4,Хувь лизингтэй,Сонгино Хайрхан,1,21-р хороолол,4473962,Нийтэлсэн: 2020-10-17 14:02,1 uruu bair,54000000.0,Улаанбаатар,,,141,1
Паркет,Тагтгүй,2011,Байхгүй,Вакум,12,Бүргэд,30.52 м²,11,Лизинггүй,Баянзүрх,2,11-р хороолол,4523831,Нийтэлсэн: 2020-11-05 14:26,Хотын төвд 1 өрөө байр,60000000.0,Улаанбаатар,,,284,1
Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,45.0 м²,6,Лизинггүй,Баянгол,2,1-р хороолол,4531503,Нийтэлсэн: 2020-11-09 11:48,Москва хороололд 45 мкв 1 өрөө,72000000.0,Улаанбаатар,,,67,9
Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,34.0 м²,8,Лизинггүй,Баянгол,2,"3, 4 хороолол",4523856,Нийтэлсэн: 2020-11-05 14:42,Хороолол 34м.кв 1 өрөө байр,1800000.0,Улаанбаатар,,,127,1
Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,34.0 м²,8,Лизинггүй,Баянгол,2,"3, 4 хороолол",4523849,Нийтэлсэн: 2020-11-05 14:31,"3,4-р хороолол 34м.кв 1 өрөө байр",1800000.0,Улаанбаатар,,,86,1
Паркет,1 тагттай,2010,Байгаа,Вакум,4,Бүргэд,34.0 м²,3,Лизинггүй,Сонгино Хайрхан,2,5 шар,4300343,Нийтэлсэн: 2020-11-05 19:43,Цэргийн хотхонд гал тогоо тусдаа 1өрөө байр 34м2,1350000.0,Улаанбаатар,,,132,5
Паркет,1 тагттай,2013,Байгаа,Вакум,5,Бүргэд,30.5 м²,1,Лизинггүй,Орон нутаг,2,Бусад,4524895,Нийтэлсэн: 2020-11-05 20:37,Эрдэнэт элит хотхонд 1 өрөө байр 30.5м2,41000000.0,Орхон,,,160,23
Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,35.51 м²,6,Лизинггүй,Баянгол,2,Алтай хотхон,3533946,Нийтэлсэн: 2020-11-06 00:43,Алтай хотхоны хойно барс захын урд35.51м2,68000000.0,Улаанбаатар,,,346,4
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,34.76 м²,9,Лизинггүй,Сүхбаатар,2,100 айл,4494497,Нийтэлсэн: 2020-11-05 23:00,1 өрөө байр 34m2,2100000.0,Улаанбаатар,,,132,2
Паркет,1 тагттай,2020,Байхгүй,Вакум,10,Бүргэд,30.0 м²,5,Лизинггүй,Баянзүрх,2,15-р хороолол,4250684,Нийтэлсэн: 2020-11-06 02:05,Бзд-т 1 өрөө байр,1700000.0,Улаанбаатар,,,527,4
Паркет,1 тагттай,2020,Байхгүй,Вакум,9,Бүргэд,44.0 м²,2,Лизинггүй,Сонгино Хайрхан,2,Толгойт,4525182,Нийтэлсэн: 2020-11-06 08:19,1 өрөө байр 44м2,60000000.0,Улаанбаатар,,,132,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,10,Төмөр вакум,30.88 м²,3,Лизинггүй,Хан-Уул,2,Яармаг,4525158,Нийтэлсэн: 2020-11-06 08:26,Гарден вилла хотхонд байр,55000000.0,Улаанбаатар,,,200,1
Паркет,Тагтгүй,2019,Байхгүй,Вакум,9,Төмөр,40.0 м²,2,Хувь лизингтэй,Баянзүрх,2,16-р хороолол,3363264,Нийтэлсэн: 2020-11-06 12:50,1 өрөө байр 40м2,69000000.0,Улаанбаатар,,,147,6
Паркет,1 тагттай,2012,Байхгүй,Вакум,10,Бүргэд,28.0 м²,9,Банкны лизингтэй,Чингэлтэй,1,Бусад,4517692,Нийтэлсэн: 2020-11-06 11:59,Хотын төвд 1 өрөө байр,62000000.0,Улаанбаатар,,,378,1
Паркет,1 тагттай,1996,Байхгүй,Вакум,9,Бүргэд,18.0 м²,1,Лизинггүй,Сонгино Хайрхан,2,21-р хороолол,4299658,Нийтэлсэн: 2020-11-06 13:43,21-р хороололд 1 өрөө 18м2 байр,50000000.0,Улаанбаатар,,,132,1
Паркет,1 тагттай,2020,Байгаа,Вакум,10,Бүргэд,29.34 м²,4,Хувь лизингтэй,Хан-Уул,1,Нисэх,4526411,Нийтэлсэн: 2020-11-06 14:31,1 oroo bair,1450000.0,Улаанбаатар,,,196,1
Паркет,Тагтгүй,2008,Байхгүй,Вакум,5,Төмөр,20.0 м²,4,Лизинггүй,Хан-Уул,1,Viva city,4526365,Нийтэлсэн: 2020-11-06 14:12,1 өрөө байр 20м2,38500000.0,Улаанбаатар,,,951,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Вакум,30.0 м²,8,Лизинггүй,Хан-Уул,1,Нисэх,4401074,Нийтэлсэн: 2020-11-06 09:00,1 өрөө байр 30мкв,1500000.0,Улаанбаатар,,,162,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,8,Бүргэд,36.76 м²,16,Хувь лизингтэй,Баянгол,1,Тээврийн товчоо,4065092,Нийтэлсэн: 2020-11-06 16:31,Барс захын хойно 1 өрөө байр,73500000.0,Улаанбаатар,,,524,1
Паркет,1 тагттай,2015,Байхгүй,Вакум,9,Бүргэд,27.0 м²,1,Лизинггүй,Хан-Уул,1,Нисэх,4526509,Нийтэлсэн: 2020-11-06 15:05,1 өрөө байр 27м2,39000000.0,Улаанбаатар,,,610,1
Паркет,1 тагттай,2014,Байхгүй,Вакум,5,Бүргэд,26.1 м²,5,Хувь лизингтэй,Сонгино Хайрхан,1,Ханын материал,4526824,Нийтэлсэн: 2020-11-06 17:00,26.1 mk 1 uruu bair,35000000.0,Улаанбаатар,,,625,1
Паркет,1 тагттай,2018,Байхгүй,Вакум,10,Төмөр,45.0 м²,2,Лизинггүй,Хан-Уул,1,Бусад,4526916,Нийтэлсэн: 2020-11-06 17:32,1 uruu 45m2,99000000.0,Улаанбаатар,,,122,1
Паркет,1 тагттай,2012,Байхгүй,Вакум,17,Бүргэд,51.0 м²,1,Лизинггүй,Баянзүрх,1,14-р хороолол,4526987,Нийтэлсэн: 2020-11-06 17:57,13-т халдвартын эцэст 51м2 гал тогоо тусдаа 1 өрөө,72000000.0,Улаанбаатар,,,156,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,29.54 м²,7,Лизинггүй,Хан-Уул,2,Нисэх,4527157,Нийтэлсэн: 2020-11-06 19:28,Нисэхт 1-өрөө 29.54mk,50300000.0,Улаанбаатар,,,219,3
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Төмөр,32.21 м²,10,Лизинггүй,Баянзүрх,1,Бусад,4393950,Нийтэлсэн: 2020-11-07 09:39,Баганат өргөө хороололд 1 өрөө байр 32.21м2,1500000.0,Улаанбаатар,,,130,11
Паркет,Тагтгүй,2014,Байхгүй,Вакум,3,Бүргэд,36.0 м²,1,Лизинггүй,Баянзүрх,1,Бусад,4527923,Нийтэлсэн: 2020-11-07 11:04,"1 өрөө / улаанхуаран, 53-р сургуулиас урагшаа",34500000.0,Улаанбаатар,,,216,1
Паркет,Тагтгүй,2020,Байхгүй,Вакум,10,Бүргэд,38.0 м²,1,Лизинггүй,Хан-Уул,1,Яармаг,4044865,Нийтэлсэн: 2020-11-07 08:28,Han-uul duureg artsat apartment 1 uruu bair 38m2,1400000.0,Улаанбаатар,,,1378,1
Паркет,1 тагттай,2007,Байхгүй,Модон вакум,9,Төмөр,42.6 м²,7,Лизинггүй,Сүхбаатар,2,Дөлгөөн нуур,4527993,Нийтэлсэн: 2020-11-07 11:28,Urlan buteehiin ard nogoon urlan hothond 1uruu bair 42.6m2,79000000.0,Улаанбаатар,,,159,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,28.0 м²,16,Лизинггүй,Хан-Уул,1,Яармаг,4519311,Нийтэлсэн: 2020-11-07 11:55,Garden villa хотхонд 1 өрөө 28м2,54000000.0,Улаанбаатар,,,336,6
Паркет,1 тагттай,1991,Байхгүй,Вакум,9,Бүргэд,35.0 м²,7,Лизинггүй,Баянзүрх,3,13-р хороолол,4442271,Нийтэлсэн: 2020-11-07 11:50,13-р хороололд 1 өрөө,65000000.0,Улаанбаатар,,,411,6
Паркет,Тагтгүй,2011,Байхгүй,Вакум,9,Бүргэд,28.9 м²,2,Лизинггүй,Хан-Уул,2,Бусад,3998447,Нийтэлсэн: 2020-11-07 12:52,Худ-ийн 15-р хороонд 1 өрөө орон сууц 28.9м2,60000000.0,Улаанбаатар,,,92,12
Паркет,1 тагттай,2016,Байхгүй,Вакум,10,Бүргэд,28.0 м²,2,Хувь лизингтэй,Баянзүрх,2,14-р хороолол,4308385,Нийтэлсэн: 2020-11-07 11:23,14 хороолол 1 өрөө 28м2 байр,58000000.0,Улаанбаатар,,,140,2
Паркет,1 тагттай,2011,Байхгүй,Вакум,5,Бүргэд,24.0 м²,1,Лизинггүй,Баянгол,2,1-р хороолол,4528598,Нийтэлсэн: 2020-11-07 15:12,1 өрөө байр,43000000.0,Улаанбаатар,,,530,1
Паркет,1 тагттай,2015,Байхгүй,Вакум,5,Мод,39.17 м²,2,Банкны лизингтэй,Хан-Уул,2,Яармаг,4529102,Нийтэлсэн: 2020-11-07 18:41,Shine urguu horoolold 1 uruu bair,68500000.0,Улаанбаатар,,,113,4
Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,30.0 м²,3,Лизинггүй,Баянзүрх,2,16-р хороолол,4528337,Нийтэлсэн: 2020-11-07 13:26,Цайз зам дагуу 1 өрөө байр,46000000.0,Улаанбаатар,,,243,7
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,30.0 м²,7,Лизинггүй,Хан-Уул,1,19-р хороолол,4516434,Нийтэлсэн: 2020-11-08 12:54,1 өрөө байр 30м2,56000000.0,Улаанбаатар,,,273,1
Паркет,1 тагттай,2013,Байхгүй,Вакум,17,Бүргэд,42.0 м²,16,Лизинггүй,Баянзүрх,2,13-р хороолол,4530333,Нийтэлсэн: 2020-11-08 13:03,Халдварт 1өрөө,66000000.0,Улаанбаатар,,,151,11
Паркет,Тагтгүй,2015,Байхгүй,Вакум,6,Бүргэд,34.0 м²,1,Лизинггүй,Баянгол,2,"3, 4 хороолол",4530046,Нийтэлсэн: 2020-11-08 11:08,Хороололд 1 өрөө байр,60000000.0,Улаанбаатар,,,218,1
Паркет,Тагтгүй,2012,Байхгүй,Вакум,5,Бүргэд,30.3 м²,3,Лизинггүй,Хан-Уул,1,Viva city,4527056,Нийтэлсэн: 2020-11-07 20:59,Viva city 1 uruu 30.3m2,44000000.0,Улаанбаатар,,,378,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,30.0 м²,9,Лизинггүй,Хан-Уул,1,Бусад,4231257,Нийтэлсэн: 2020-11-08 16:21,Мишээл хотхонд 30м2 1 өрөө байр,55000000.0,Улаанбаатар,,,695,1
Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,34.9 м²,1,Лизинггүй,Баянгол,1,Нарны хороолол,4531074,Нийтэлсэн: 2020-11-08 17:21,Narnii horoolold 1 uruu bair34.9m2,80000000.0,Улаанбаатар,,,179,1
Ламинат,1 тагттай,2017,Байхгүй,Вакум,9,Төмөр вакум,35.0 м²,1,Банкны лизингтэй,Хан-Уул,1,Нисэх,4530564,Нийтэлсэн: 2020-11-08 13:58,1 өрөө байр,55000000.0,Улаанбаатар,,,300,1
Паркет,Тагтгүй,1989,Байхгүй,Вакум,9,Бүргэд,18.0 м²,1,Лизинггүй,Баянзүрх,1,13-р хороолол,4531627,Нийтэлсэн: 2020-11-08 22:34,13-р хороололд 1 өрөө байр,36000000.0,Улаанбаатар,,,1109,1
Ламинат,1 тагттай,1989,Байхгүй,Вакум,9,Бүргэд,35.0 м²,9,Лизинггүй,Баянгол,3,Төмөр зам,4533265,Нийтэлсэн: 2020-11-09 14:25,Барс захын хойно 1 өрөө байр,65000000.0,Улаанбаатар,,,212,3
Паркет,Тагтгүй,2010,Байгаа,Вакум,12,Бүргэд,25.0 м²,6,Лизинггүй,Сонгино Хайрхан,1,5 шар,4374803,Нийтэлсэн: 2020-11-09 08:27,5 шард 1 өрөө байр 25м2,45000000.0,Улаанбаатар,,,550,1
Паркет,1 тагттай,2009,Байхгүй,Вакум,4,Бүргэд,24.0 м²,3,Лизинггүй,Сонгино Хайрхан,2,5 шар,4251739,Нийтэлсэн: 2020-11-09 00:19,5 shar 1uruu bair 24m2,38000000.0,Улаанбаатар,,,446,1
Паркет,1 тагттай,2008,Байхгүй,Вакум,5,Бүргэд,35.0 м²,4,Лизинггүй,Баянгол,2,10-р хороолол,4531932,Нийтэлсэн: 2020-11-09 09:01,1 uruu bair 35m2,58000000.0,Улаанбаатар,,,245,1
Паркет,1 тагттай,1998,Байхгүй,Вакум,5,Бүргэд,38.0 м²,4,Лизинггүй,Налайх,3,Бусад,4533293,Нийтэлсэн: 2020-11-09 14:38,Налайх дүүрэгт арктай 1 өрөө,45000000.0,Улаанбаатар,,,214,1
Паркет,1 тагттай,2013,Байхгүй,Вакум,13,Бүргэд,30.0 м²,12,Лизинггүй,Сонгино Хайрхан,2,21-р хороолол,4478920,Нийтэлсэн: 2020-11-09 16:02,"21-р хороолол, шинэ мөрөөдөл хотхонд 30м2 1 өрөө",49000000.0,Улаанбаатар,,,606,9
Паркет,1 тагттай,2012,Байхгүй,Вакум,6,Бүргэд,30.0 м²,6,Лизинггүй,Баянгол,2,10-р хороолол,4505409,Нийтэлсэн: 2020-11-09 19:47,1 өрөө байр 30м2,55000000.0,Улаанбаатар,,,217,1
Паркет,1 тагттай,2020,Байгаа,Вакум,10,Бүргэд,29.38 м²,1,Хувь лизингтэй,Хан-Уул,2,16-р хороолол,4533967,Нийтэлсэн: 2020-11-09 17:49,1 өрөө байр,950000.0,Улаанбаатар,,,365,2
Паркет,1 тагттай,2020,Байгаа,Вакум,16,Бүргэд,32.0 м²,7,Лизинггүй,Баянзүрх,2,16-р хороолол,4534479,Нийтэлсэн: 2020-11-09 20:57,Баганат хороолол 1 өрөө байр 32м2,1090000.0,Улаанбаатар,,,210,6
Паркет,1 тагттай,1990,Байхгүй,Вакум,5,Бүргэд,18.0 м²,2,Лизинггүй,Баянзүрх,2,Сансар,4503293,Нийтэлсэн: 2020-11-09 21:07,Сансарт гал тогоо тусдаа 1 өрөө,56000000.0,Улаанбаатар,,,343,3
Паркет,Тагтгүй,2014,Байхгүй,Вакум,5,Бүргэд,24.0 м²,1,Лизинггүй,Баянзүрх,2,Шар хад,4534231,Нийтэлсэн: 2020-11-09 19:16,24мкв 1 өрөө байр,23000000.0,Улаанбаатар,,,638,1
Паркет,1 тагттай,2010,Байхгүй,Вакум,6,Бүргэд,34.8 м²,6,Лизинггүй,Баянзүрх,2,14-р хороолол,4534543,Нийтэлсэн: 2020-11-09 21:30,Sunday plaza-н ард байрлалтай 1 өрөө байр 34м2,63500000.0,Улаанбаатар,,,210,3
Паркет,1 тагттай,1990,Байхгүй,Вакум,9,Бүргэд,42.0 м²,3,Лизинггүй,Сонгино Хайрхан,2,1-р хороолол,4534615,Нийтэлсэн: 2020-11-09 21:54,1р хороололд 1 өрөөг 2 өрөө болгосон байр,66000000.0,Улаанбаатар,,,355,4
Ламинат,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,39.0 м²,11,Лизинггүй,Баянзүрх,2,14-р хороолол,4493698,Нийтэлсэн: 2020-11-09 20:12,Аман хуур хотхоны баруун талд 51а 1 өрөө байр галтогоо тусдаа,78000000.0,Улаанбаатар,,,72,8
Паркет,Тагтгүй,2015,Байхгүй,Вакум,12,Төмөр,29.0 м²,8,Лизинггүй,Баянзүрх,1,16-р хороолол,4534648,Нийтэлсэн: 2020-11-09 22:20,1 өрөө байр 29м2,52000000.0,Улаанбаатар,,,317,5
Паркет,1 тагттай,2015,Байхгүй,Вакум,6,Бүргэд,28.0 м²,2,Банкны лизингтэй,Хан-Уул,1,Яармаг,4534703,Нийтэлсэн: 2020-11-09 22:32,1 өрөө байр 28м2,45000000.0,Улаанбаатар,,,249,1
Паркет,1 тагттай,2010,Байхгүй,Вакум,10,Бүргэд,25.0 м²,9,Банкны лизингтэй,Баянгол,1,"3, 4 хороолол",4534679,Нийтэлсэн: 2020-11-09 22:26,1 өрөө байр,55000000.0,Улаанбаатар,,,272,1
Паркет,1 тагттай,2016,Байхгүй,Вакум,10,Төмөр,36.0 м²,5,Банкны лизингтэй,Сонгино Хайрхан,3,Москва хороолол,4534804,Нийтэлсэн: 2020-11-10 08:36,1 өрөөг 2 өрөө болгож зассан байр,61000000.0,Улаанбаатар,,,308,1
Паркет,1 тагттай,1980,Байхгүй,Вакум,4,Бүргэд,19.0 м²,2,Лизинггүй,Чингэлтэй,2,"40, 50 мянгат",2433388,Нийтэлсэн: 2020-11-10 02:38,50 мянгатад 1 өрөө байр,95000000.0,Улаанбаатар,,,5220,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,30.88 м²,16,Лизинггүй,Баянзүрх,1,Офицер,4422255,Нийтэлсэн: 2020-11-10 09:00,1 өрөө байр 30.88м2,49000000.0,Улаанбаатар,,,303,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,34.29 м²,2,Лизинггүй,Баянзүрх,1,Офицер,4447619,Нийтэлсэн: 2020-11-10 09:26,Улаанхуаранд 1 өрөө байр,49000000.0,Улаанбаатар,,,978,9
Паркет,1 тагттай,2013,Байхгүй,Вакум,5,Бүргэд,38.0 м²,4,Лизинггүй,Хан-Уул,1,Viva city,4535143,Нийтэлсэн: 2020-11-10 09:56,Вива сити хотхонд 1 өрөө,57000000.0,Улаанбаатар,,,101,1
Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,32.0 м²,10,Банкны лизингтэй,Хан-Уул,1,Хурд,4427663,Нийтэлсэн: 2020-11-09 12:55,Рапид харшид 1өрөө,79000000.0,Улаанбаатар,,,225,1
Паркет,Тагтгүй,2015,Байхгүй,Вакум,6,Бүргэд,38.0 м²,4,Лизинггүй,Хан-Уул,2,Viva city,4489806,Нийтэлсэн: 2020-11-09 13:08,viva city хотхонд 1 өрөө байр,1500000.0,Улаанбаатар,,,107,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,13,Бүргэд,37.6 м²,13,Лизинггүй,Баянзүрх,1,Бусад,4400959,Нийтэлсэн: 2020-11-09 11:50,Дэлгэрэх апартментд 1 өрөө байр,1500000.0,Улаанбаатар,,,429,5
Паркет,Тагтгүй,2013,Байхгүй,Вакум,5,Бүргэд,38.0 м²,4,Лизинггүй,Хан-Уул,1,Viva city,4533027,Нийтэлсэн: 2020-11-09 13:32,1 өрөө 38m2 вива сити хотхон,57000000.0,Улаанбаатар,,,112,1
Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,34.0 м²,8,Лизинггүй,Баянгол,2,25-р эмийн сан,4470418,Нийтэлсэн: 2020-11-09 12:12,34м2 1өрөө байр,64000000.0,Улаанбаатар,,,3280,7
